rainfall,temperature,soil_moisture,soil_pH,nitrogen,phosphorus,potassium,irrigation,crop_area,fertilizer,pesticide,sunlight,humidity,altitude,wind_speed,groundwater,crop_diversity,mechanization,yield_variance,avg_yield
1714.02,23.84,34.27,8.19,72.57,138.53,31.99,22.44,168.01,45.73,44.02,10.05,60.41,2427.47,21.83,34.82,0.78,20.43,7.59,4.36
1842.42,27.48,66.22,8.99,117.12,75.06,119.82,23.51,228.52,163.16,15.97,9.31,21.17,447.58,17.07,97.81,0.54,57.36,0.07,2.67
284.99,18.71,31.98,5.44,109.6,139.6,57.74,25.2,351.38,282.91,7.9,10.69,66.41,2351.76,29.51,25.21,0.4,1.86,0.08,3.62
888.57,24.14,17.26,6.83,20.61,117.88,99.23,81.45,190.59,201.54,2.97,8.87,85.64,2488.76,32.89,83.34,0.46,90.75,1.26,2.89
218.05,31.1,28.6,5.86,128.88,47.02,52.5,22.44,55.72,215.48,17.23,10.65,62.88,1705.4,28.53,37.83,0.61,79.51,8.24,6.19
992.62,29.53,69.17,6.79,55.7,146,140.53,27.29,199.06,197.56,30.11,9.11,28.71,458.66,8.01,70.05,0.67,69.3,4.86,5.42
1764.97,16.75,34.9,8.45,71.26,135.36,133.02,92.57,299.09,185.11,40.42,11.17,66.36,900.3,40.46,96.86,0.29,14.14,2.35,4.77
1376.94,24.64,20.08,8.46,131.11,128.64,57.3,81.3,283.72,146.08,20.58,7.32,25.03,1009.92,41.15,71.42,0.68,23.66,4.45,8.62
1316.7,20.94,50.03,8.93,94.46,39.48,140.47,48.36,134.62,67.23,1.78,10.15,88.26,2961.77,40.22,18.05,0.3,37.33,9.63,5.7
1216.57,24.79,71.86,4.08,60.32,113.16,96.67,78.9,362.2,61.68,1.8,6.98,81.02,707.88,8.32,80.27,0.28,31.43,4.76,3.44
1669.86,36.87,41.96,8.7,122.56,139.87,54.32,77.03,421.1,204.22,22.35,5.95,66.34,2241.19,0.03,80.51,0.68,30.52,2.45,3.82
1536.82,19.98,71.23,4.16,71.73,117.91,85.31,49.22,11.99,60.34,45.58,6.39,79.47,2809.23,41.96,2.49,0.44,3.54,8.19,6.41
559.65,34.35,39.2,8.3,132.31,23.21,30.79,62.99,108.13,126.62,17.75,10.59,91.27,1222.56,33.89,12.35,0.56,74.62,0.17,3.83
618.38,34.1,44.42,7.01,49.88,79.35,147.43,16.88,86.24,73.95,12.19,5.29,67.46,1.69,1.4,19.91,0.27,47.6,4.49,6.18
974.09,25.33,35.32,7.22,147.98,29.11,118.21,13.01,427.38,294.1,47.68,8.61,89.07,2906.28,38.63,82.34,0.43,14.33,8.95,7.77
856.13,14.86,36.68,8.05,26.73,14.28,128.53,77.93,405.97,211.7,15.08,8.68,42.66,875.16,33.46,53.67,0.5,15.55,1.36,7.76
1974.55,18.37,22.42,4.65,64.64,35.29,135.71,70.44,432.51,95.67,6.21,6.98,96.02,2795.34,33.64,8.91,0.88,93.78,6.18,5.89
1943.87,19.06,62.34,7.44,83.58,125.61,44.09,80.97,443.46,288.32,11.52,11.4,74.15,2173.5,23.68,77.84,0.75,58.5,2.01,5.67
1690.55,15.87,36.45,6.01,97.98,142.31,82.41,67.41,241.17,185.81,21.78,6.45,82.93,1830.8,0.87,25.75,0.17,48.92,9.05,6.81
345.29,24.44,10.67,5.87,54.08,42.61,54.3,99.72,330.05,215.47,29.73,5.11,56.11,540.3,25.2,34.83,0.25,96.27,7.78,1.44
578.39,15.31,29.25,4.27,28.79,38.07,13.41,43.44,459.61,264.82,15.61,6.65,65.63,903.05,23.74,33.06,0.72,20.37,9.98,2.63
1564.34,22.44,46.16,6.23,54.94,96.96,48.06,73.26,138.84,87.06,19.25,9.77,70.6,470.15,13.43,39.93,0.57,37.05,4.85,5.16
213.77,18.47,49.32,4.15,49.95,25.11,53.16,76.05,318.26,71.65,2.5,11.86,29.78,1131.39,8.51,95.52,0.23,58.72,8.4,7.97
1370.11,27.02,67.41,7.29,91.49,108.48,56.72,70.26,371.68,173.44,44.41,7.83,46.43,2287.2,1.64,90.53,0.15,86.96,2.66,9.66
1195.42,17.17,67.67,8.01,26.39,149.78,21.36,20.21,376.16,71.31,42.59,6.65,75.39,2179.81,23.17,85.36,0.47,33.09,3.89,5.12
610.71,12.21,61.05,7.24,53.88,128.77,115.57,51.18,93.56,33.58,2.52,11.08,74.69,1924.87,45.25,52.4,0.31,30.63,4.31,1.53
1908.9,18.36,70.8,7.09,90.58,45.78,79.72,48.98,102.92,150.62,39.53,6.9,30.2,2408.96,1,11.11,0.26,6.05,7.04,3.06
1072.66,14.76,68.7,6.86,32.87,28.35,120.73,86.9,441.74,222.84,37.84,9.62,32.2,1390.65,49.03,72.7,0.16,84.28,2.19,9.54
1905.25,26.81,39.02,8.12,26.78,33.3,55.59,60.7,345.21,73.97,6.63,5.05,62.82,49.21,45.07,11.78,0.97,19.33,2.52,4.62
927.52,36.4,31.7,8.85,60.4,20.46,56.06,69.44,389.75,166.4,26.2,7.76,29.86,64.71,30.83,18.76,0.93,37.53,7.49,8.3
1985.87,10.46,39.99,4.53,107.48,135.03,125.96,87.49,489.62,121.14,28.89,7.63,42.58,358.87,14.96,15.73,0.34,19.36,1.64,7.59
417.55,16.35,73.76,7.71,133.46,87.83,28.79,17.49,409.53,167.35,34.94,6.86,54.47,1566.01,13,27.62,0.37,42.27,2.61,5.11
736.78,16.55,23.61,7.46,149.16,70.49,39.11,27.02,167.46,75.83,45.65,6.4,78.85,2155.88,1.2,21.28,0.14,35.44,0.95,3.97
1340.27,14.37,40.5,6.27,67.89,56.69,114.26,43.04,296.87,101.13,9.03,10.48,92.08,2234.81,18.56,33.45,0.89,2.44,2.01,5.82
1814.82,21.47,11.31,4.6,88.17,78.71,30.3,91.81,167.33,153,27.06,11.32,55.6,1938.44,0.29,32.9,0.87,93.22,7.31,1.94
880.18,29.41,27.26,8.42,95.13,15.71,117.48,87.21,462.3,76.94,1.54,7.54,33.09,1712.68,12.68,39.71,0.06,62.64,4.96,7.98
1039.06,31.36,44.93,7.94,84.69,125.27,32.63,56.96,370.32,296.76,45.18,9.23,45.08,1938.39,22.88,11.34,0.18,43.73,6.49,3.04
1994.2,22.33,47.44,4.4,64.29,37.63,17.73,78.02,444.75,239.43,29.38,6.66,96.89,813.09,31.9,13.26,0.09,16.44,3.72,8.2
1746.14,18.28,78.12,8.93,114.21,149.79,56.45,51.41,494.8,296.07,16.91,10.36,29.34,1353.43,46.31,77.36,0.23,88.37,7.46,6.59
1168.08,21.84,57.97,6.4,52.32,87.86,18.17,65.83,477.08,233.21,39.66,8.41,41.9,1801.88,21.01,59.38,0.47,24.76,6.35,9.22
1241.28,17.96,56.33,5.21,100.11,73.8,35.6,79.51,203.66,139.06,26.21,5.69,42.03,1494.17,41.7,38.21,0.76,82.75,7.61,3.1
1422.47,13.51,69.99,6.03,48.79,30.89,136.54,53.85,439.73,222.41,20.29,10.97,85.67,68.6,47.76,34.69,0.78,95.47,2.33,4.78
592.89,16.71,53.66,5.19,26.15,50.41,43.57,92.58,210.93,272.24,11.19,10.32,41.62,723.43,23.39,14.3,0.41,72.2,1.14,3.61
917.34,35.35,57.25,6.23,134.35,115.57,79.03,80.73,134.22,25.48,29.78,5.08,54.31,2720.79,45.41,62.17,0.46,46.36,8.69,1.14
364.44,26.67,23.8,6.65,39.83,39.6,139.73,89.12,74.02,122.74,26.7,5.04,41.43,2939.65,42.17,75.24,0.84,58.45,9.63,4.55
1276.7,18.23,28.15,5.95,55.15,82.2,136.96,67.92,254.6,125.04,47.69,9.02,84.4,2030.91,5.93,76.63,0.16,71.22,7.07,2.62
1818.59,15.98,35.23,7,55.96,34.99,25.07,30.62,294.21,161.78,31.53,5.23,69.07,1092.45,17.52,36.45,0.87,16.47,7.7,7.21
941.91,31.36,49.67,8.43,109.7,14.04,125.07,68.93,264.8,28.98,11.14,11.42,34.99,2888.29,13.44,88.72,0.87,79.81,5.96,9.31
763.89,31.53,50.33,8.5,22.99,106.2,41.56,33.32,491.48,44.8,23.55,5.2,20.54,650.63,12.94,98.9,0.81,4.55,3.74,1.68
544.81,12.36,26.98,5.46,129.31,92.47,15.55,92.25,128.13,17.28,43.86,9.75,25.91,1828.93,10.25,3.91,0.19,55.97,3.7,2.21
320.62,35.83,46.66,4.6,49.05,101.17,133.65,80.85,6.07,164.8,46.88,9.29,98.25,1408.81,13.07,64.23,0.33,2.99,9.95,5.44
999.03,18.58,35.2,8,93.25,136.8,27.74,92.6,459.91,197.9,32.7,6.74,48.41,850.43,18.23,16.87,0.38,64.07,6.68,3.79
789.75,15.33,25.62,8.27,12.34,45.93,16.42,85.33,473.65,129.66,6.44,6.2,92.17,500.8,5.43,56.48,0.06,36.31,1.97,4.03
573.27,14.16,67.81,6.98,71.25,135.99,43.45,38.98,488.16,207.18,32.16,10.87,41.38,1229.61,26.97,91.04,0.14,24.73,7.34,7.56
913.96,15.36,20.27,8.11,108.68,129.51,120.28,67.01,12.01,268.53,14.73,7.88,42.01,400.87,3.41,27.18,0.77,91.85,4.64,8.57
1325.49,17.64,34.57,4.55,42.36,72.87,65.48,57.21,150.13,73.39,39.32,9.97,87.56,603.86,30.06,50.56,0.67,29.06,7.66,4.55
1487.86,30.08,50.64,4.21,102.59,142.76,52.48,77.97,411.56,116.89,1.58,11.96,81.06,280.69,1.84,36.71,0.17,90.66,1.48,2.06
1532.61,35.71,38.96,8.4,140.98,129.84,87.39,22.39,453.06,206.65,17.97,11.41,74.5,2648.54,20.86,78.28,0.63,85.37,8.19,1.11
1347.27,29.43,74.8,4.09,35.87,62.47,97.62,99.64,102.51,99.22,35.08,5.85,52.75,1866.96,17.78,63.17,0.6,0.15,2.05,8.9
1577.93,16.35,61.57,4.04,102.54,42.88,95.87,24.47,16.62,224.94,34.41,7.68,68.11,1020.09,41.18,91.45,0.85,48.92,6.16,1.86
1302.54,25.14,70.6,6.18,149.93,21.96,74.94,35.05,367.2,274.45,29.24,10.93,40.2,2462.28,41.11,88.11,0.72,29.74,2.44,6.61
1713.39,24.56,66.6,8.8,87.89,129.91,20.33,56.58,306.17,78.19,35.35,7.01,67.08,2676.18,20.5,4.19,0.53,90.04,9.59,8.76
606.18,14.81,22.1,5.95,23.11,32.73,112.71,96.68,395.37,62.92,34.09,5.54,58.76,2541.09,47.54,25.31,0.56,38.36,6.33,3.12
1655.55,17.39,35.53,8.68,132.11,34.42,121.78,62.28,223.23,36.56,13.38,10.57,64.52,2072.53,15.46,26.73,0.05,48.4,7.05,7.66
1355.76,39.17,47.8,7.94,84.14,76.82,23.54,77.95,197.09,243.52,22.66,8.22,96.01,1324.22,48.92,42.13,0.79,79.59,4.71,8.77
1536.09,21.05,71.11,8.25,141.43,72.94,97.06,35.44,484.28,33.16,19.28,9.77,31.65,136.25,4.69,42.11,0.64,33.72,7.66,2.77
994.71,12.55,56.11,5.02,65.33,129.86,101.6,23.26,256.37,286.74,24.72,8,46.77,1571.69,19.17,17.8,0.9,62.5,6.77,9.78
1179.26,10.4,65.4,7.72,97.92,100.06,31.19,52.4,337.5,249.19,35.19,11.62,89.15,2467.24,3.76,32.87,0.21,33.69,5.99,6.4
240.84,37.94,21.39,4.55,61.84,135.53,50.25,41.29,267.27,152.09,3.72,6.32,50.85,600.52,31.47,67.87,0.58,83.31,7.53,9.93
1627.43,20.88,17.73,7.26,54.82,14.89,72.1,50.59,193.02,183.45,32.92,10.57,50.14,254.31,28.62,75.91,0.38,46.14,8.8,1.31
426.45,32.5,28.67,8.75,50.33,77.39,81.71,91.51,311.36,283.06,18.05,8.61,25.74,1134.83,33.66,30.83,0.16,38.2,9.99,4.6
333.37,24.53,60.15,5.86,97.66,109.08,34.57,55.1,228.52,260.98,2.48,6.97,86.31,786.18,47.49,75.06,0.26,66.54,6.24,4.56
1606.41,15.54,21.35,4.91,26.98,85.76,122.69,55.82,9.93,201.37,27.68,7.54,98.2,2850.11,38.18,92.42,0.7,94.05,5.32,5.92
1390.84,34.74,56.79,4.01,17,148.64,84.78,87.23,236.91,251.92,47.73,9.65,39.85,295.34,7.78,36.41,0.38,70.06,5.75,6.69
800.81,10.56,19.58,6.46,29.26,107.16,46.32,60.53,38.79,231.13,48.64,8.59,69.08,390.39,47.01,42.3,0.91,87.45,6.97,9.6
1373.64,34.13,30.87,7.06,137.64,42.72,132.85,82.39,412.6,210.18,28.83,6.59,80.58,2722.21,46.25,39.32,0.33,77.21,8.08,2.61
785.56,38.21,50.19,6.53,43.07,130.91,137.66,80.97,248.65,24.09,9.78,7.65,36.89,267.64,30.51,40.99,0.05,29.93,6.75,3.71
948.62,32.25,28.94,7.84,127.47,82.78,69.95,54.02,38,30.21,1.61,10.48,32.49,1906.58,9.85,12.93,0.29,93.48,3.05,2.73
1504.23,17.26,62.91,5.79,121.91,84.79,62.42,64.79,175.89,56.11,49.63,8.4,22.57,472.15,43.1,59.65,0.47,53.85,0.9,4.63
1522.68,15.22,23.86,4.62,108.46,84.56,22.47,21.66,257.25,129.89,28.62,11.27,36.19,2829.66,16.37,87.7,0.06,21.16,6.51,8.05
1545.04,38,14.95,5.46,116.3,129.49,49.36,11.21,92.23,63.31,31.62,11.95,93.07,1378.54,3.96,8.55,0.27,7.7,3.72,9.84
974.45,29.33,13.17,4.87,114.47,59.13,39.96,38,326.68,280.75,34.75,7.72,33.66,2235.85,18.71,50.08,0.85,71.56,1.76,7.17
444.88,28.76,50.16,7.82,131.59,94.56,70.87,57.53,95.24,152.23,21.94,11.7,95.53,984.89,37.23,7.46,0.76,79.06,6.64,8.94
1386.16,24.62,56.55,7.74,142.93,12.92,18.47,46.12,406.05,142.43,26.42,10.77,42.27,672.16,39.99,7.3,0.99,32.01,3.37,2.82
1221.25,24.48,49.25,5.77,20.78,24.58,16.68,14.4,480.27,297.33,7.85,11.76,63.63,2325.48,30.37,69.02,0.09,77.07,1.21,4.75
886.92,23.49,69.1,6.75,99.49,108.66,121.68,59.86,17.47,50.22,43.76,5.03,71.09,2961.34,18.31,46.3,0.87,36.8,0.91,9.8
1662.33,16.2,74.71,4.04,118.21,83.08,94.84,48.2,150.76,128.86,18.15,6.15,88.21,1275.26,11.52,36.23,0.67,59.09,9.03,5.6
1118.96,23.61,37.59,6.53,41.73,13.13,80.86,79.3,155.4,167.91,47.87,7.19,98.35,893.15,34.8,67.38,0.84,31.42,2.93,9.08
1874.9,17.17,30.59,6.58,44.17,131.15,111.58,76.27,39.31,226.74,34.01,11.77,45.29,1711.57,23.81,42.7,0.69,74.73,0.32,1.43
1795.9,36.17,13,4.58,94.74,108.91,58.52,76.84,346.13,199.34,40.6,7.75,95.14,1097.67,41.93,88.39,0.83,34.03,9.59,9.46
774.49,18.02,79.53,8.2,70.11,20.25,113.51,51.48,218.98,111.14,12.54,10.46,46.94,121.77,1.36,81.16,0.23,20.28,3.74,3.25
875.24,11.82,42.28,5.33,86.87,79.34,126.1,68.85,251.3,193.13,6.81,6.92,49.02,1100.78,39.07,1.66,0.44,56.18,4.65,7.67
738.45,12.05,16.43,8.31,10.63,119.88,145.55,58.35,431.98,173.43,3.74,11.17,47.45,1540.69,3.58,43.89,0.82,56.26,4.23,2.81
324.36,23.08,21.5,8.9,41.41,119.53,86.62,79.99,195.78,95.44,41.99,5.51,82.03,211.36,44.73,20.73,0.17,87.19,0.57,4.08
929.25,29.97,66.12,6.12,123.96,46.59,79.78,20.98,51.61,230.66,33.76,11.89,46.9,2117.02,8.41,95.1,0.87,27.82,6.03,9.06
642.48,34.78,64.23,8.38,64.15,76.77,27.91,83.04,216.74,210.64,49.02,8.84,30.43,1181.66,32.03,57.88,0.62,66.22,9.48,1.92
859.53,20.94,27.24,7.96,84.25,47.72,119.05,25.89,263.6,209.13,9.28,5.71,42,781.41,25.97,42.19,0.27,56.78,1.29,2.55
1627.91,29.45,51.28,6.45,101.22,40.02,120.25,26.41,57.25,138.64,11.51,10.79,89.94,2394.53,41.56,19.03,0.18,94.9,5.36,9.58
1762.27,26.68,71.86,8.63,41.65,36.95,91.27,50.13,64.1,228.58,12.58,7.75,60.93,2434.55,18.18,89.38,0.53,2.22,5.76,3.52
912.22,20.04,54.67,4.21,86.39,107.56,76.59,90.27,248.98,269.46,6.77,8.72,80.98,2511.39,27.73,18.47,0.43,8.73,6.51,8.11
1591.68,24.14,22.76,4.36,17.56,89.86,46,37.66,456.43,140.84,34.9,8.51,26.09,457.98,16.13,63.67,0.45,86.04,3.81,8.05
1609.75,25.33,30.21,6.55,38.39,46.71,133.52,17.47,108.11,116.68,8.43,11.3,88.77,430.6,18.99,11.23,0.84,82.79,4.67,5.31
1276.62,24.98,39.67,8.32,53.62,101.08,118.15,28.01,12.61,16.89,37.67,8.52,49.97,1679.67,32.46,24.72,0.69,28.3,8.71,5.41
1368.17,33.5,25.61,5.04,111.13,84.01,140.96,46.31,326.51,294.61,36.26,8.08,34.48,503.97,20.78,66.79,0.14,65.25,7.77,4.53
1655.11,35.22,21.32,5.71,104.04,17.92,87.69,11.63,247.84,259.24,31.45,10.11,97.22,1772.21,4.67,51.36,0.52,94.68,2.72,5.4
1555.91,20.25,34.78,6.74,115.41,121.18,111.09,37.93,356.39,298.67,24.55,5.04,35.95,765.9,28.92,99.27,0.42,82.28,0.02,8.45
511.79,18.27,63.23,8.41,141.08,51.9,79.23,45.25,294.69,105.34,45.68,5.86,60.15,2532.35,22.17,65.42,0.99,76.13,5.94,7.63
597.39,25.37,42.41,5.69,20.48,89.01,32.89,24.41,288.11,64.19,37.95,9.35,95.58,1476.59,22.51,56.43,0.64,77.32,3.95,5.42
587.67,20.2,32.52,8.6,103.23,44.5,64.16,26.56,253.82,74.27,40.45,5.87,38.35,2123.22,23.09,68.48,0.04,35.36,0.77,1.13
1798.59,25.1,52.22,8.5,131.46,24.74,21.98,34.97,437.23,147.24,39.62,10.87,44.34,1113.06,38.11,53.09,0.71,7,1.61,6.71
932.87,29.21,56.6,8.39,51.02,83.49,111.27,14.1,401.47,178.05,4.55,6.39,73.26,309.25,43.19,37.89,0.62,22.57,4.53,8.87
456.22,18.57,78.57,8.82,34.73,53.82,64.7,88.29,420.21,58.75,44.34,7.81,25.77,2850.17,20.99,9.99,0.86,41.15,9.93,7.05
1522.05,19,33.87,7.46,33.08,23.78,36.31,28.17,459.85,26.79,12.51,10.95,97.84,798.77,35.46,65.12,0.65,94.45,2.11,3.51
1592.28,34.21,32.17,4.06,41.64,98.12,119.41,33.92,77.58,91.59,29.54,9.45,85.73,1738.23,8.73,64.38,0.97,87.02,6.07,8.99
318.92,29.7,15.81,7.87,27.74,131.14,117.14,17.71,169.5,223.38,5.63,8.25,56.17,1651.64,25.13,93.54,0.98,22.15,3.66,3.51
769.1,30.2,14.33,5.83,105.65,108.93,129.26,58.55,464.49,142.38,29.82,8.38,38.21,1263.32,34.93,19.23,0.74,15.85,4.76,1.75
1418.32,15.36,21.82,6.49,30.58,68.35,137.77,97.06,51.81,92.46,5.45,6.32,75.24,2415.43,11.08,24.09,0.27,5,1.78,1.5
232.16,12.36,21.87,6.2,149.05,123.12,43.21,13.64,118.6,84.52,2.8,7.56,31.71,1717.13,38.18,42.47,0.57,10.67,4.07,1.85
1303.76,39.49,29.38,5.31,105.99,35.06,57.02,14.38,246.58,167.74,46.89,6.88,86.05,2658.31,13.87,57.63,0.24,55.83,1.63,4.98
654.02,18.53,17.87,8.21,100.54,83.64,114.78,57.67,127.79,209.53,43.88,9.69,97.55,566.46,45.9,24.75,0.34,73.4,4.66,1.17
1815.31,27.92,77.6,4.37,141.65,119.65,20.03,89.09,7.08,229.74,43.22,5.26,89.23,188.2,38.4,77.77,0.77,99.26,1.69,8.02
1283.51,34.82,25.62,7.6,19.04,48.88,101.27,47.81,399.8,284.21,47.34,11.77,69.15,2267.7,22.97,67.26,0.16,84.35,2.52,9.79
655.3,14.55,59.41,4.42,68.61,119.11,80.48,85.67,208.24,218.49,28.14,11.24,31.99,2971.5,16.07,79.71,0.19,91.64,1.54,9.75
1128.04,32.36,14.11,8.14,16.55,16.57,127.76,39.57,216.96,282.39,49.72,6.73,76.06,2714.03,12.68,91.56,0.15,22.82,1.74,9.93
271.98,32.14,72.4,8.9,85.21,74.58,49.52,27.39,154.97,11.39,45.99,6.87,71.73,2062.12,48.87,84.05,0.17,4.36,9.63,8.11
1765.73,31.95,11.31,7.68,89.8,128.34,133.22,31.52,266.04,102.77,34.63,5,63.09,1322.72,14.03,29.38,0.69,27.96,4.02,5.1
1295.62,35.03,23.88,4.12,19.51,45.17,121.33,39.63,143.77,44.86,12.26,9.88,41.68,1633.65,27.63,90.99,0.05,11.42,6.77,1.65
420.21,39.61,58.28,5.81,130.52,27.88,113.43,44.98,338.36,85.91,43.69,11.19,47.58,1606.6,36.72,73.6,0.37,50.08,4.8,5.61
1368.2,31.56,56.66,5.99,132.13,144.04,70.53,30.28,200.26,121.24,18.12,9.29,21.13,703.35,20.33,94.06,0.79,61.68,4.54,9.24
1566.38,33.79,66.06,8.51,28.88,27.23,103.48,60.28,445.23,100.85,40.75,10.47,72.16,2067.48,44.31,84.56,0.68,68.68,5.1,5.39
1513.45,27.19,15.49,6.57,144.46,10.73,21.6,81.42,160.84,236,12.35,9.07,59.06,1532.49,35.57,72.69,0.08,60.53,2.61,9.59
1953.58,24.27,57.83,4.49,92.33,59.61,51.64,93.42,496.16,108.24,26.58,9.51,93.3,457.6,23.94,2.64,0.85,86.39,0.12,8.71
764.32,27.64,33.14,8.71,143.46,63.39,31.43,18.25,147.84,16.49,11.7,7.75,66.08,1268.64,5.44,23.31,0.83,91.87,7.85,4.76
1901.71,20.63,53.81,7.23,107.62,30.8,93.8,45.7,11.05,60.85,24.45,11.42,57.61,332.98,20.76,93.81,0.22,78.8,9.6,8.57
1100.99,19.72,72.09,4.53,56.98,88.38,101.73,77.09,368.5,67.24,39.53,8.91,93.15,874.05,5.95,53.73,0.81,52.11,1.86,4.77
1765.1,37.83,59.95,6.83,13.01,146.8,66.14,43.27,265.51,22.61,2.46,9.71,31.9,825.61,0.47,7.38,0.35,94.47,4.42,1.33
1862.31,23.28,58.73,6.33,136.45,149.55,140.19,91.37,189.88,249.96,34.58,8.78,21.18,1385.65,20.43,62.27,0.48,12.57,0.73,1.51
1047.64,39.05,49.8,8.74,53.43,114.72,53.3,53.6,210.72,160.07,33.35,11.48,86.23,437.38,47.27,44.15,0.92,85,0.59,3.35
1228,37.27,25.66,6.02,65.03,141.73,95.95,46.19,18.04,276.89,8.11,5.07,42.4,957.31,36.19,37.94,0.83,26.03,2.91,3.48
1550.11,32.11,22.93,5.93,67.7,80.89,32.39,29.32,45.69,56.44,33.35,7.5,74.68,715.52,2.29,96.3,0.81,22.08,4.92,3.47
1981.04,11.58,31.49,7.4,62.05,65.58,43.64,81.11,145.6,72.97,26.19,7.65,39.41,2013.24,16.28,4.66,0.6,64.11,0.96,1.48
308.62,14.54,43.44,5.31,76.94,53.9,127.86,30.54,163.6,205.54,37.02,9.15,50.11,1781.31,49.18,39.27,0.2,52.63,5.55,2.43
1940.85,10.69,33.43,5.04,31.56,18.59,71.21,18.78,250.42,74.7,12.43,6.65,72.79,2316.52,45.75,4.41,0.25,90.61,7.97,9.84
